,cleaning,sentimen
235,erwan guru agama islam sman depok erwan pindah bertahun ngajar sekolah islam beliau lulusan uin jurusan tafsir hadist memiliki pandangan terbuka kaku agama,positif
236,guru sekolah minggu gpdi el asah tk santo yusuf jogja sd kanisius condong catur smpn depok sleman smk budya wacana sttni yogyakarta khusus guru kekasihku helen ulin tomasoa,negatif
237,puluhan siswa smpn kota depok terjangkit hepatitis a orangtua siswa sekolah jaga kebersihan,positif
238,lukisan kaligrafi karya ghilmanmaisyah siswa smp yapan indonesia sekolah yapan indonesia,positif
239,puluhan siswa guru sekolah menengah smp negeri depok terjangkit virus hepatitis a kepala dinas kesehatan menetapkan kejadian kejadian,positif
240,hidup depok kuliah attachmentnya kuat sekolah krw,positif
241,maraknya hepatitis a depok tindak lanjuti sekolah,positif
242,puluhan siswa smp negeri depok jawa barat terkena virus hepatitis a masuk sekolah kamis pagi saksikan selengkapnya kanal youtube lintas inews,positif
243,siswa smp negeri kota depok jawa barat guru terserang penyakit hepatitis a seminggu sekolah liburkan koordinasi dinas kesehatan kota depok menangani masala,positif
244,lapangan dibengok mangkat sekolah ra mlebu sekolah le turu neng uks negeri apik sak kecamatan depok,positif
245,siswa smpn depok terjangkit virus hepatitis a sekda kota depok langsung tinjau sekolah depok news,positif
246,siswa smpn depok terjangkit virus hepatitis a sekda kota depok langsung tinjau sekolah,positif
247,puluhan siswa guru depok jawa barat terserang penyakit hepatitis a saksikan selengkapnya kanal youtube official inews,positif
248,puluhan siswa depok jabar terserang penyakit hepatitis a dinas kesehatan kota depok ambil sampel darah air makanan kantin sekolah,netral
249,dinas perlindungan anak pemberdayaan masyarakat keluarga dpapmk kota depok mengadakan kegiatan ngabring bareng kasakola melibatkan puluhan siswa siswi sekolah dasar lokasi pwkss rw kelurahan bojong pondok terong cipayung senin,positif
250,wali kota depok menghadiri membuka resmi kegiatan ngabring bareng kasakola ngabaso dpapmk kota depok melibatkan puluhan siswa siswi sekolah dasar lokasi pwkss rw kelurahan bojong pondok terong cipayung senin,positif
251,si jamais jamais perang kakak deb pas w stalk anak depok woy sekolah anak pinter gtu,negatif
252,wujudkan sekolah sehat fkm ui latih pedagang kantin sd kota depok,positif
253,simulasi unbk smp pribadi come and join us instagram facebook twitter pribadi depok youtube sekolah pribadi depok email informasi sch id website,positif
254,mndampingi putri wayang kegiatan sekolah sd fk berenang putri duyung depok anak gg dger musik langsung jingkrak diem bukanny berenang joged,positif
255,osas organisasi siswa anti sekolah anak ganteng yongkrut smpn depok,positif
256,smp charitas jakarta retret kelas ix serua sawangan depok membina iman spiritualitas siswa memantapkan jati tuhan informasi sekolah email yayasan charitas sch id web,positif
257,adek sekolah dimana kuliah hehee depok kuliah semester adik semester hehee kakak berati hehehe maaf masuk kulia hmmm sebocah iya tampilannya,positif
258,wujudkan sekolah sehat dosen mahasiswa fkm ui latih pedagang kantin sd kota depok depok news,positif
259,wujudkan sekolah sehat dosen mahasiswa fkm ui latih pedagang kantin sd kota depok,positif
260,dipandu siswa sekolah cakra buana depok mengikuti gerakan gerakan olahraga dasar semangat belajar diiringi musik,positif
261,brand ambassador sun life indonesia berbagi cerita cerita seru menarik siswa sekolah cakra buana depok,positif
262,kunjungan fkh sekolah depok bogor nunjuk bekasi smk banget bekasi malu banget ketahuan anak akuntansi kunjungan fkh,netral
263,males sebenernya orang asing tinggal kerja kuliah sekolah males ceritainnya sd serang smp solo s jogja s bandung tinggal depok kerja bogor pusing nga,negatif
264,jules arkley sekolah sd terbaik depok,positif
265,kondisi layak gedung sekolah dasar sd ngringinan condongcatur depok sleman kondisi gedung memprihatinkan pasalnya atap bangunan gedung rusak lapuk bangunanpun berpotensi roboh,netral
266,depok parkiran lingkungan sekolah dikelola ormas parkiran ribuan sepeda motor siswa guru kebayang penghasilan seharinya gede banget,positif
267,guru belajar siswa belajar materi dikuasai metode pembuatan media kalah guru guru sekolah alam depok,positif
268,tolong lolosin admin terkait tiang diperbaiki tiangnya miring jatuh lokasi tiang miring haji sulaiman sekolah sd bedahan kecamatan sawangan depok,negatif
269,kelas smp bilangnya sebentar dibawa sekolah depok jakarta,negatif
270,posisinya dibawah toll depok antasari rmhnya andara dktt banget menit tempatnya gang deretan sekolah aljabr harganya terjangkau kiri menu kopi kanan resto sbnrnya barbershop lupa kufoto,negatif
271,ela elegi senja kerap kali disapa egi kuliah daerah depok anak kosan lupa istirahat iya ela besok sekolah,netral
272,ketemu drummer favorite jaman sekolah pas band lagu nya smpe ngehits sang kreator indo drumer sukses mas dmall depok,positif
273,the groupname band sekolah cakra buana the groupname tampil acara pensi sekolah depok hut kota depok aliansi oasis indonesia raya aoir,positif
274,pra sade s camp cluster semangat mandiri religius terampil dibuka kepala sekolah bu nisa pra sade s camp ikuti siswa siswi sekolah alam depok tk b sd,positif
275,iya smp jakarta pulang sekolah angkot jujur pengalaman seram ekstrim cerita angkot depok serem,netral
276,pekan kakak sd amp camping pekan adik adik sd camping pra camping kegiatan camping sekolah alam depok tk,negatif
277,it nuruf fikri depok goes to campus bandung sekolah predikat dibuktikan meluluskan siswa siswinya ptn negeri it nf depok,positif
278,tinggal sekolah gading serpong bikin milih kuliah ui ngekost depok bikin terbuka sadar kawasan gading serpong nyaman eksklusif banget he,positif
279,alhamdulillah terlaksana sukses musyawarah ranting musran ipm smp muhammadiyah depok ahad oktober suskses ipmmuhadesta,positif
280,wib polisi wanita satlantas polrestro depok bantu penyebrangan warga anak sekolah sd pocin jalan margonda,positif
281,jaman temanku anak depok bekasi cibubur sekolah jakarta sekolah jam gila iya,positif
282,ngurusin natal sekolah minggu off gara kuliah depok hhhh mangat gengs gsmku amp asmku huhu,positif
283,depok sekolah kejuruan alternatif dunia usaha dunia industri era milenial dear anak smk memiliki aset berharga dimiliki anak ma,positif
284,gacuma depok daerah sunter amp jakarta pusat kaya pas smp diginiin dikejar motornya panik kabur sekolah posisinya main dikomplek sekolah,positif
285,x diginiin kali persis banget kayak cerita smp menunggu jemputan sekolah persis angkot depok parung habis lomba saman pas angkot dikasi unjuknya,netral
286,smk izzata arjuna depok rabu pagi diserang sekelompok orang dikenal akibatnya ruangan peralatan sekolah rusak siswa terlanjur diliburkan,positif
287,buntut pelajar tewas sekolah izzata depok dirusak sekelompok remaja,positif
288,sabtu sabtu berkesan siswa siswi sekolah alam depok sabtu mempresentasikan tup salah aktivitas sd,positif
289,ekskul panahan bismillaah sekolah ampu ekskul panahannya sd azkiya depok sd berbasis islam bermanhaj ahlussunnah anak berlatih sesuaikan,positif
290,minggu momin share artikel biaya sekolah dasar jakarta momin share kisaran biaya sd daerah depok bogor yaaaa,netral
291,smp cinere masuk nya susah boi jakarta mengurus pindah rayon sekolah depok sekolah depok,netral
292,satnarkoba polresta depok menangkap bandar ganja berinisial ff pelajar sekolah menengah berinisial mfr bertugas pengedar narkotika jenis ganja ditangkap terpisah wilayah depok jawa barat kakak,negatif
293,mutualku sekolah depok,positif
294,kajian pendalaman materi keislaman program tahfidz siswa smpit smk amec depok ajarkan sekolah investasi kemajuan bangsa,positif
295,depok siswa smk demontrasi ditangkap hak politik bolos disiplin tanggung sekolah kaitan polres polisi kecuali anarkis,positif
296,nder sekolah bogor rumah depok santai tergantung deng sekolah,positif
297,ktp depok mengurus tangsel perkenalkan syaf lahir bekasi sekolah depok kuliah uin ciputat menghabiskan fikiran ciputat tangsel,positif
298,naksirnya shallow banget sekolah smp depok sekolah unggulan banget muridnya alim cewek rambut bondol spiky tasnya tas skate gombrong banget dengerinnya blink instant crush banget,positif
299,kakak sekolah emaknya belajar membatik rangka batik kemarin kain m dibatik bareng wali siswa sesekolahan slbn depok kelompok kain m panjangnya,positif
300,siswa sekolah serempak pakai baju batik depok,positif
301,alasan muridku smp depok sekolah favorit rumah biar pulang sekolah kumpul-kumpul mie gacoan,positif
302,puluhan pelajar kota depok jawa barat tingkat sekolah menengah smp sekolah menengah berunjuk gedung dewan perwakilan rakyat dpr ri jakarta,positif
303,pelajar ditangkap titik kota depok berasal sekolah dikota depok dk kota depok duduk bangku smp ajakan demo dpr menyebar,negatif
304,cepat cepat lulus kuliah pindah depok adek msih sekolah jambi apa-apa depok,positif
305,pribadi goes to campus seminar kuliah itb kampus jatinangor universitas padjajaran come and join us instagram facebook twitter pribadi depok youtube sekolah pribadi,positif
306,main bilang berangkat depok rada masuk akal anak depok berseragam sekolah demo,negatif
307,satpol pulang pergi depok amankan siswa bawa celurit jimat selasa september satpol pulang pergi kota depok giat razia pelajar berhasil diamankan pelajar kedapatan sekolah jam belajar pe,positif
308,"on the way , jalan depok salah sekolah bus penuh mahasiswa",netral
309,barbaque time orangtua siswa asrama sekolah pribadi depok program dilaksanakan menjalin tali silaturahmi orang tua siswa asrama pembina asrama guru guru sekolah siswa,positif
310,hastagh nya ramai menyuarakan takut nya korban jiwa sekolah kumpul nya moots smp muh depok doain tmn iya biar besok pts,positif
311,anak nya sekolah sd belajarnya tematik kurtilas ujiannya ktsp pusing,negatif
312,jaman smp stasiun depok tukang becak gtu serem bgst pulang sekolah papasan sm bgituan seandainya seberani tebalikin kali becaknya,negatif
313,siswa smk kusuma bangsa depok nilai bagus sepulang sekolah biaya hidup sekolahnya,positif
314,ehh kelas brpa ngomong - ngomong teman sekolah depok sekelas,netral
315,a tread please twitter do your magic hai kakak perkenalkan janah berumur tinggal depok jawa barat anak bersaudara adik bersekolah sekolah dasar kelas sd,netral
316,kuliah sekolah masjid terminal depok banget pelajaran diambil memarginalkan menganggap kaum marginal silakan simpulin,positif
317,charitas reteret kelas vii serua sawangan depok membina kerohanian siswa siswi memantapkan jati tuhan informasi sekolah email yayasan charitas sch id web,positif
318,memandang penampakan sd senin berdiri memandang sang saka alhamdulillah imahseuri membantu mensubsidi dukungan tpa masjid sekolah sawangan depok,positif
319,bismillahirrahmanirrahim dom depok alasan ganti hp krna banget masuk sekolah smpe kuliah ganti hp pnya uit ngerepotin ayah bayar kuliah insyaallah menang jaga wishmeluck,positif
320,siswa putus sekolah curi motor depok news,positif
321,pergunu depok bekali wawasan kebangsaan aqidah ahlussunnah wal jamaah an nahdliyyah siswa sekolah,positif
322,sedih pas kelas mesti pindah sekolah seinget kota etapi pas smk sekolahnya depok pas smp adek kelasnya aul wkwkwk,positif
323,cm sd sekolah jakarta kakak ktp jakarta pindah depok orkay setahun nyoba ngajuin kjmu berpeluang lolos khawatir banget tolong salty menangis mikirin takut lolos,negatif
324,kelas sd sekolah depok bekasi pulang pergi pulang sekolah suka melototin film main bioskop jalan raya bogor cijantung pal simpangan depok sembunyi beli tabloid dicurigain mesum baca berita film covernya,positif
325,mantan wicis taunan makan sate ayam madura salemba campur rawamangun waroeng ss depok blok m square hokben jarang jalan minim budget sekolah mahasiswa rantauan,positif
326,sekolah nya perbatasan depok cibubur bekasi jakarta sman depok ikutan min ciputra salah langganan nonton jaman,positif
327,jogja lahir smp sekolah depok jakarta s surabaya muter dunia ancen sempit,positif
328,sekolah tawuran siswa dibacok depok,positif
329,cm tolong saran toko perlengkapan sekolah kuliah murah daerah depok dongg terima kasih,positif
330,pacar kuliah bogor tinggal kos depok weekend sm kangen berantem sekolah tlf maki jahatnya detik depok rumah,netral
331,jaman lebaaaar banget jalanan klu pulang sekolah sd suka jalan jalan layang loncat lihat kranji depok kasihan banget gersang trotoar jelek layak jalan kaki mu kranji,positif
332,gila bersyukur banget pindah sd depok niat banget masuk situ anak smansa kalem hahahaha bel sekolah lngsng pulang bercandanya barbar pinter ngomong - ngomong pas sd smansa status rsbi gengs,positif
333,sekolah dimana mbak dulunya smp depok mas walah orang jogja depok sleman mas weslah mbuh mas,positif
334,maaf ngerasain sekolah depok tk amp sd,positif
335,kemarin ngelewatin jpo detos depok ngelihat anak cowo pakai seragam batik jualan tisu mama langsung nyuruh beli tisu mama langsung menangis sedih lihat jualan habis pulang sekolah mohon ketemu adik beli tisu jual,positif
336,iya gais serius kls ngeluh ngeluh kasih adek kls sekolah depok kelapa gading lelah kerjaannya cari cari informasi univ beasiswa bangun jam pagi bljr ngeluh malas,negatif
337,basket depok sdm berlimpah ngitung sekolah negeri smp amp pelajar main basket smpn depok sman correct me if i'm wrong minimal pemain berbakat,positif
338,kls sd pindah depok pindah sekolah kls smp semester jakarta pindah tangsel netap depok tertawa,positif
339,tempo samma bandung tawuran depok tawuran sekolah unggulan efek seleksi pakai jarak,positif
340,mbah depok bekasi sekolah gratis sd smp negeri depok bayar mahal sd negeri jakarta mlh jatah makan tiapharinya,positif
341,gerakan literasi sekolah gls uptd smp negeri depok,positif
342,emina beauty bestie day smp negeri depok bazar emina cosmetics belanja harga terjangkau sekolah didatangi emina cosmetics feel free me,positif
343,makan warung smp sidayu kenal jual ngobrol liburan sekolah opo kerjo fin sekolah bu iseh nk jogja depok bu sgr lulus sgr nikah sgr kerja rumah ae kasian wes tua,positif
